350
33 188
24 6 146808
12 18 282543
18 4 224955
7 21 76480
34 33 179782
4 13 86449
23 14 259159
9 28 135474
12 11 173479
19 20 140429
44 331
23 29 6412
43 37 284456
17 3 93975
41 29 93515
5 2 205573
24 12 153449
6 19 57395
44 43 172323
1 25 151561
15 6 133024
26 27 282791
4 9 250344
16 1 196344
25 37 168542
35 5 217416
8 1 130325
3 24 173328
16 26 143580
12 7 170732
6 31 111909
23 38 158085
27 1 246169
22 44 166355
30 35 142890
21 44 98775
44 34 96803
3 12 71132
9 10 253530
26 18 155771
6 32 53029
9 14 176400
9 30 230617
13 18 54997
30 1 156189
25 24 158291
30 39 127685
9 6 187326
32 14 78925
16 22 192217
43 27 102908
36 33 5606
30 38 59807
6 2 162387
4 10 213661
33 16 177042
21 22 139765
12 15 32650
23 40 186633
40 32 121657
14 43 88186
36 30 107835
25 4 37005
19 7 134795
9 5 298166
1 24 106536
18 25 126506
35 20 122796
35 10 189461
34 21 92294
33 37 213604
13 4 145740
20 3 184153
10 7 231654
2 19 104992
42 20 194920
11 3 131194
37 13 218168
25 12 62355
24 41 90732
28 3 153032
20 13 117236
24 14 142242
21 10 205022
39 10 106780
42 13 100583
4 37 131537
18 21 131615
14 25 159605
37 8 224623
27 31 243604
31 21 199499
32 26 165445
26 3 145210
33 25 104597
25 31 160234
16 32 182305
23 37 171354
12 20 113021
31 24 177027
23 6 116760
35 21 192235
39 6 40576
35 13 93157
28 12 135843
16 5 183813
38 5 182326
19 27 189090
32 23 101692
18 6 44025
25 5 169117
36 31 88403
2 42 163948
8 42 107038
6 8 105477
40 27 296945
37 26 180265
41 19 31781
40 41 94242
34 22 90440
24 10 175554
2 18 118362
3 39 135823
33 19 35279
14 8 28353
30 25 213822
24 16 162148
32 24 118147
31 44 215649
6 43 118413
28 35 28754
8 17 167278
36 27 204811
5 22 176056
31 15 165535
32 27 210553
8 38 3619
32 1 59970
1 2 187235
41 42 63997
34 18 98590
19 18 13370
31 37 243279
11 19 49110
44 14 180864
7 40 210812
7 22 129575
1 33 46964
25 35 180587
8 29 148054
2 36 138881
44 3 91016
44 2 169948
32 9 189127
28 16 212894
37 28 282571
20 29 122995
33 5 152993
13 1 123870
28 25 151833
15 8 159103
6 44 171511
10 37 301924
30 18 87316
30 13 49733
24 2 142679
11 33 13831
6 33 22116
34 9 241891
1 15 130210
17 35 185058
10 18 110229
25 22 134656
37 2 275313
31 40 180537
29 40 187757
39 33 18460
2 31 159506
40 8 173229
15 28 135721
1 29 109319
44 42 216890
43 4 159308
34 12 31884
22 20 164083
5 24 208958
21 25 122765
7 8 151460
40 26 232272
32 5 176910
3 43 151147
17 26 217741
15 25 95005
20 10 222043
42 27 230632
16 19 186997
9 22 151451
41 25 108095
30 27 97730
26 29 84052
38 7 147841
13 25 181503
36 12 105597
7 32 167251
13 19 41627
32 13 100823
9 18 143301
3 23 54746
41 15 114406
3 27 254055
43 38 76362
10 31 178113
21 9 273258
40 38 176848
39 23 113104
35 22 114874
43 22 113135
41 6 25614
21 20 173431
21 43 161596
22 37 183545
13 44 202762
28 38 74477
33 14 55008
31 32 113710
35 42 161640
20 14 139134
17 9 249127
18 27 185046
20 30 166969
6 42 89611
20 1 224919
6 34 142615
23 9 259854
19 10 123599
10 8 171681
32 38 110897
11 2 154102
35 24 129256
16 43 211009
32 29 95280
43 19 107915
14 7 154524
4 33 125341
15 36 116514
17 36 89523
24 40 184974
27 25 252856
22 36 28669
37 44 219887
6 7 165450
8 9 204753
43 18 118206
26 41 138030
32 15 117956
27 15 236744
18 11 35740
22 1 77023
30 32 133142
25 32 135510
16 18 195158
8 33 83361
8 23 154466
6 10 66204
31 20 213377
25 29 72329
27 5 289685
16 14 206726
38 26 204542
42 39 85955
26 31 190169
39 16 195502
10 16 265362
39 35 108476
8 41 79863
10 28 186502
18 17 105826
29 18 111926
33 28 98182
31 14 74243
39 8 101821
6 24 109350
10 33 88320
36 14 53618
31 35 164168
22 32 53976
35 37 298419
16 41 180540
34 30 185906
31 4 158627
5 6 175109
1 14 101972
31 5 235790
3 18 132276
9 3 262536
16 44 148188
40 22 120803
10 43 184617
37 12 154968
12 17 143663
16 4 122349
27 24 201525
22 17 113976
35 29 154623
36 23 100250
5 10 241313
7 27 300947
29 42 157512
10 22 118379
26 19 152841
37 20 267989
24 33 87234
39 15 129368
43 13 66288
4 12 25350
27 41 202703
29 27 226892
17 31 173710
19 21 144985
39 4 123142
21 17 83253
6 25 126713
2 8 130632
28 36 103788
2 26 194423
30 24 196459
14 26 172570
22 2 110212
15 34 64534
8 19 48082
38 9 208372
29 19 99972
4 40 219696
11 44 135564
28 20 94042
18 5 167906
35 19 109654
23 31 160898
23 5 90376
7 30 207648
26 10 222852
24 13 164140
16 103
1 12 4207
16 4 133678
3 10 174271
6 14 165167
5 8 252996
11 6 119871
9 15 71368
4 14 5868
14 12 121492
7 5 119185
10 7 179973
6 10 49084
1 6 47882
4 8 140987
11 4 64261
9 14 122525
16 2 147045
10 8 29895
3 6 168926
10 1 67540
7 3 17046
9 6 43535
15 10 76917
7 6 151880
10 4 122190
12 10 71747
8 14 146855
1 16 22261
2 15 170269
12 16 18054
12 2 165099
5 2 62291
5 4 184747
13 11 120675
16 8 59906
7 13 116576
8 12 41852
9 10 5549
2 7 56894
11 3 201447
3 9 168722
4 2 224046
2 6 208774
1 5 231622
9 16 84252
8 1 37645
13 12 44479
5 13 235761
15 3 130421
11 8 118048
7 11 184401
15 13 49649
13 10 116226
15 12 5170
11 10 146019
15 11 71026
13 2 173470
16 11 94250
1 7 112412
16 10 89801
4 3 150106
4 1 111417
9 2 231297
6 13 88154
6 5 271065
1 11 80403
15 6 48845
13 3 133622
7 12 108205
2 14 229914
14 13 165971
5 9 228650
16 13 26425
7 15 113375
3 2 73954
15 16 23224
16 7 90151
14 1 117285
14 15 126662
13 1 48686
16 5 209336
5 11 248984
11 14 58393
3 1 129458
9 11 142394
12 5 227390
13 4 160103
2 10 236846
15 4 120794
8 3 167103
15 5 232560
16 14 139546
14 10 128068
5 14 190591
1 2 169306
14 7 173020
11 2 241295
8 13 86331
6 8 19189
8 15 47022
12 3 125251
6 4 159299
4 12 115624
38 163
19 15 332421
1 35 251699
30 31 415766
29 7 392344
9 12 277591
33 8 199710
4 8 411029
4 5 154669
13 37 518642
14 20 293387
31 2 147477
33 36 322125
26 37 398081
23 6 373880
16 30 260709
1 10 386225
25 11 135610
28 32 90266
37 9 441993
10 9 421248
13 19 435767
2 17 99855
2 25 113710
38 16 324806
19 35 363681
5 3 380532
36 28 161267
25 34 215398
26 23 236510
14 23 139326
28 18 145789
20 5 340803
27 5 464645
10 13 315981
18 30 313077
35 18 93797
7 13 452413
22 26 350624
31 17 49034
28 24 209759
6 38 234829
27 37 514905
25 22 208456
22 12 272238
19 16 41327
17 15 170750
1 7 346548
33 34 209456
35 26 358033
10 22 531137
20 35 317794
29 15 135530
4 26 350177
28 21 246091
30 32 457704
13 11 156589
2 32 189415
1 23 30798
16 18 327318
4 3 486065
2 10 436391
29 20 242432
26 19 317694
4 7 574480
31 22 242223
22 32 284161
4 9 467694
7 10 572488
21 19 397558
23 20 380800
11 29 85123
18 33 116407
2 36 100854
32 23 170047
19 24 370724
12 23 158124
26 32 246995
17 1 49689
37 6 535451
16 22 159997
27 25 286702
27 15 346070
7 15 454976
25 5 333556
25 15 186017
10 29 209888
7 38 408267
20 9 453792
36 23 81486
1 9 279826
37 4 396575
1 27 223158
37 2 341913
7 9 180984
36 6 371276
38 29 15923
14 30 277524
5 36 472163
24 10 478593
4 27 309976
31 34 249165
8 2 195540
3 30 352984
34 14 18270
2 14 158694
5 2 447266
11 9 296483
12 29 205697
36 11 282316
23 2 19368
22 36 195600
18 14 344133
33 35 173334
17 24 210465
4 1 242431
11 27 393190
31 15 219784
12 11 199392
17 6 293393
6 2 393248
1 14 170124
18 7 410779
29 3 292532
30 29 304870
24 15 359282
31 21 270455
28 15 171456
10 6 428794
7 25 410092
32 25 75705
32 1 139249
21 6 455919
6 8 367660
37 28 242764
11 2 220198
37 17 242058
3 38 308455
35 27 474097
36 32 251533
13 1 326621
26 9 429563
13 12 355981
3 31 317448
10 35 285250
4 17 194154
14 4 412555
17 13 276932
30 35 229508
30 5 419512
30 24 163300
22 5 517205
6 29 218906
31 14 267435
11 14 340156
14 10 396064
13 31 325966
38 28 143277
19 37 403729
27 22 306474
1 26 205712
8 18 316117
6 14 508757
16 33 210911
34 171
22 5 307592
28 12 34061
5 1 205299
25 10 287896
28 6 74862
27 23 201697
26 2 73161
27 30 216477
4 3 255664
1 15 130864
34 23 267755
28 32 174981
12 9 205571
4 31 226300
11 16 306759
28 31 126775
10 4 273587
22 32 306241
34 25 240651
3 5 255978
10 1 154060
30 2 248987
31 29 269455
8 13 40185
12 14 251283
8 34 162371
16 19 301367
9 11 133133
22 12 121648
30 19 157778
31 34 231121
23 9 301438
18 23 228532
24 22 45447
7 4 145242
30 16 208338
3 6 231001
13 6 69501
19 17 316732
29 10 338750
6 9 279323
13 22 125899
27 9 198401
3 14 292987
31 5 176799
27 34 110765
27 21 295456
17 31 194246
3 31 213266
24 1 105815
32 24 260794
1 11 159648
17 26 162993
22 29 233144
16 14 141089
29 3 313599
2 10 444884
19 21 321605
24 7 98582
6 8 109686
12 18 78712
11 12 130034
21 22 273252
16 3 342642
1 25 176776
25 9 328287
11 15 28798
31 13 132136
16 26 117589
20 2 344517
33 6 225902
32 7 231420
22 17 143155
17 32 218447
23 21 292085
32 25 331755
4 29 253491
10 17 313856
5 25 304300
4 14 282040
13 24 80452
16 2 190750
24 11 181789
1 12 54060
32 8 140157
32 26 327324
22 9 302773
2 7 254117
10 34 301609
1 19 199615
11 3 295785
27 25 351416
22 1 151262
28 9 215183
7 19 192382
7 12 46827
1 17 159795
3 27 298546
25 12 147162
24 20 159508
13 33 156409
15 13 105487
11 29 82666
16 1 217227
7 20 130134
34 12 117935
21 3 308882
9 31 318757
14 19 396838
28 26 237395
1 7 76441
8 28 34824
30 32 196816
28 18 88324
16 31 146160
14 15 256635
25 26 323376
10 19 353675
19 24 221756
30 10 195897
12 8 68882
33 29 177362
23 8 218164
29 8 192284
23 5 159129
25 16 343277
23 31 288645
20 4 173220
20 3 175331
8 4 134349
26 10 411457
1 23 203880
23 12 174270
13 14 255534
29 21 306680
20 29 228459
8 18 123148
21 16 339217
5 8 266732
13 25 151413
34 29 70539
30 20 95530
10 20 207753
12 32 209039
33 19 297705
31 11 244413
3 23 96849
7 28 56439
9 4 303986
3 13 161500
26 33 75633
32 1 205705
19 9 351126
11 10 313708
6 23 214233
17 21 281785
31 15 215615
12 3 190197
33 5 77077
23 25 191793
23 19 319821
22 31 236027
27 11 156262
26 1 257397
12 24 76201
22 30 109425
21 30 163827
9 2 55639
1 20 53693
19 12 145555
9 5 254844
48 914
32 19 38151
3 17 53073
18 6 82692
11 10 35157
29 37 43843
38 39 117021
27 7 90761
17 27 27078
7 48 177958
7 23 92089
2 44 77047
40 4 122063
25 3 137426
5 24 110121
31 21 160365
17 30 49092
41 45 45583
1 32 86750
13 32 105192
29 46 1994
17 44 87368
44 6 135369
18 11 73051
43 44 110716
25 31 179022
6 32 78161
7 5 133313
29 13 102614
26 20 106560
32 21 101520
5 29 58447
19 40 33512
12 10 36913
10 44 90571
36 16 18472
45 3 39908
23 15 89714
37 42 105194
14 30 35948
12 22 57995
36 33 45100
17 38 131328
25 37 118019
35 42 97733
45 28 18478
14 17 65326
12 42 83878
39 9 91352
30 4 123260
9 23 77707
45 8 45818
30 44 115818
1 2 69305
15 32 97156
21 8 124655
24 38 117030
1 4 153794
37 19 57329
44 31 161419
42 10 74013
11 37 66338
20 6 139528
18 17 14049
15 38 192636
3 39 68503
38 3 158071
35 4 119897
25 18 124732
27 2 16757
7 14 82502
36 2 3762
36 32 23577
41 17 42278
4 9 150066
8 5 80923
45 20 84050
1 31 147989
25 7 168064
37 41 87420
17 48 114275
11 41 63335
10 37 31181
15 22 106235
2 17 10321
17 31 94693
28 23 33695
12 7 103081
35 20 118450
47 44 105961
25 36 98412
10 35 45056
30 15 110424
18 36 28132
1 39 95056
46 9 62745
23 36 14323
7 44 105097
41 35 78147
30 41 63351
44 23 95132
41 29 47565
44 3 119799
10 5 45785
40 44 88591
46 7 76860
39 11 74432
36 20 84968
16 39 46173
14 38 167930
31 14 133689
32 17 35848
17 11 59002
16 35 51954
35 32 57059
36 5 57359
6 26 82154
38 9 174433
30 34 63804
35 43 65201
45 24 56050
7 3 83010
28 8 42936
18 15 101711
19 6 70970
5 27 70354
28 19 33946
19 39 44087
33 45 44182
44 34 81738
2 35 37244
43 21 109662
22 37 72641
10 4 97989
27 46 13901
40 24 90780
33 38 139310
23 38 133380
43 28 49279
24 43 86875
12 13 121177
33 31 125710
11 12 72070
26 5 61781
19 9 77958
24 46 56062
40 1 96420
21 14 131022
11 43 76638
5 17 69630
46 8 45806
37 30 75394
42 36 64251
6 38 173641
23 20 85893
40 17 47895
47 7 56411
43 34 58702
35 14 86561
29 33 46164
12 16 43811
39 5 85060
41 10 56239
5 1 120532
22 13 132394
42 28 81811
27 15 88386
19 4 100989
44 33 98043
24 18 83264
44 35 114291
16 30 51111
25 46 97506
28 40 53208
13 19 116124
17 29 15147
1 28 82545
10 1 74747
18 10 37894
23 45 15241
40 7 111578
33 47 70252
10 3 50588
19 48 96029
9 40 97487
18 21 91634
44 12 100436
8 37 66319
26 21 105513
47 23 41311
13 37 62008
24 19 71542
16 24 71234
40 41 63603
34 4 115210
21 38 197000
32 41 68242
41 14 92232
30 19 51419
45 17 13165
47 4 113403
15 40 109227
40 12 44761
1 35 92209
19 26 42144
39 22 60357
36 10 11574
22 23 16521
38 1 167687
48 41 94591
31 22 113266
40 27 48643
32 48 123769
37 15 116334
46 18 27226
40 46 34742
5 2 59309
30 39 64522
42 11 109170
48 39 129705
20 8 111062
37 6 97339
16 1 81645
15 42 137830
22 24 87812
34 8 54889
42 47 89403
10 40 45410
15 20 122081
39 21 107456
38 47 141839
33 10 50696
1 12 92694
15 2 77341
2 12 23389
25 2 100362
7 17 90013
6 21 134339
34 11 73714
41 46 45571
20 13 164884
27 37 55750
43 46 30813
21 46 78849
38 43 148964
45 22 31762
37 43 72662
23 10 25897
13 33 125016
18 32 49897
48 44 181001
15 12 100730
38 7 195011
6 16 73056
38 34 146040
8 14 95585
48 46 101098
39 29 30577
42 23 78574
48 28 119564
33 41 86761
7 9 139605
4 14 92949
39 7 105443
26 33 66692
12 45 26233
39 12 49140
48 25 144053
44 36 80809
47 39 54665
16 38 114381
41 8 63316
27 28 32367
30 42 99260
37 24 95517
16 21 96415
11 5 80942
42 27 77246
17 36 14083
33 9 86345
30 24 20123
25 5 41053
2 3 42752
35 33 78582
4 2 90177
18 12 47759
8 19 61286
43 16 48379
10 21 89517
4 29 89315
15 34 102374
1 33 110643
5 13 138974
40 20 63026
16 17 30743
44 14 132052
21 20 149513
29 28 20460
16 32 18901
33 17 57347
31 40 116258
30 32 56216
36 14 53079
24 28 72134
8 33 71194
37 32 43184
24 12 82283
1 18 61046
31 32 104187
8 42 109151
39 18 50121
10 25 86838
20 30 119977
25 44 177409
2 37 44705
43 12 57058
44 8 125709
36 26 27570
28 37 38979
13 2 97788
34 1 94338
2 24 58894
37 18 69075
19 21 63871
43 8 76619
38 35 152539
20 42 147383
34 12 37908
12 35 60633
21 11 124674
29 14 50179
31 43 112329
6 34 83355
15 36 75391
28 18 45692
30 5 89998
18 23 42455
16 34 45455
34 20 56173
3 41 85491
48 8 146904
11 16 42055
41 27 57944
35 45 34400
35 25 123225
40 22 49782
47 19 41562
33 11 85853
38 27 132052
32 40 57413
47 22 57832
33 21 120039
46 34 27889
9 48 102217
34 37 69738
21 42 142194
10 13 93189
34 40 6853
11 19 61305
34 27 41790
27 19 29381
15 29 76479
47 29 24088
44 41 125474
20 41 100099
8 15 120291
25 29 99500
4 26 85027
21 9 141327
24 3 56579
7 19 92340
40 39 63325
43 9 31932
26 22 57456
23 13 115873
1 13 125519
8 6 101296
4 25 184827
12 17 33710
18 30 63141
48 2 103954
22 48 112801
33 48 145292
39 43 59420
47 25 111653
12 37 68094
27 10 24569
18 45 27214
40 6 90208
36 12 27151
29 43 32807
48 34 128987
29 27 15895
14 22 83923
15 47 100567
35 19 48056
46 30 35939
12 3 66141
26 32 27999
30 48 137037
39 13 123539
46 31 81516
28 22 49258
38 32 119486
16 5 38887
8 38 142621
5 33 82685
38 36 119057
38 2 121007
45 40 34730
2 19 18336
14 25 137744
44 37 121752
28 35 52854
23 39 43836
10 17 23845
1 8 94378
21 40 96881
47 35 60470
31 15 156001
35 48 87922
28 6 73956
26 46 26664
1 7 96802
37 46 41849
17 15 87662
14 12 78394
17 1 75095
6 10 66158
17 37 55026
25 26 102834
33 40 23158
33 22 72940
47 6 81467
28 14 68245
20 19 86144
33 25 123738
14 19 67653
10 9 66950
2 7 79692
36 13 101550
5 40 91195
22 20 69372
37 39 70456
36 4 86415
44 26 106567
27 30 49840
16 8 42036
18 26 53890
4 37 129170
47 11 35398
22 4 117259
11 31 127341
45 37 41861
19 5 71933
42 5 119798
28 16 14696
21 1 126779
20 47 110120
28 17 31643
30 2 38771
28 34 46355
31 35 115904
38 29 120145
1 23 63159
21 25 176355
3 18 67122
24 10 64336
23 24 71291
24 25 81673
17 4 100498
16 18 44792
27 3 53821
8 30 63844
18 48 122820
11 29 47819
14 46 52173
32 22 29457
37 48 142947
15 39 103092
33 32 62699
12 30 62160
30 23 51168
5 18 83679
35 27 48289
42 2 60489
20 12 94081
22 17 44927
25 9 41836
26 24 64825
2 14 55005
8 31 127322
26 14 76443
46 23 15229
32 25 96783
30 13 94985
22 42 95095
19 36 14574
12 6 81711
39 20 112645
24 32 76339
22 34 56635
9 31 144261
3 43 70733
6 13 114413
9 24 77669
7 18 104062
11 35 80213
25 20 88313
44 32 102574
30 45 35927
19 42 78825
31 27 95417
42 17 70810
19 44 95383
31 7 158376
33 12 54213
48 43 70285
33 27 58095
38 37 76302
18 27 41127
36 47 26988
27 21 92750
19 38 133631
48 20 148694
28 25 94636
31 10 92184
20 4 171383
43 36 31719
36 24 56968
48 31 182614
16 20 83666
45 9 62757
28 31 99982
20 46 84062
41 24 83474
41 5 102024
23 32 37900
40 29 36712
15 16 92051
17 9 69869
1 30 30534
17 13 108109
32 2 25527
41 34 70456
4 12 113566
8 24 83967
21 45 78861
26 42 90009
40 23 33261
26 41 44174
3 31 121436
39 32 51278
35 46 34388
42 41 108916
40 48 129541
43 25 73768
36 27 14807
29 8 47800
24 34 83927
44 22 111653
20 32 98829
19 31 96996
29 24 54068
41 39 74178
28 32 19801
26 12 52909
34 36 28795
17 47 39235
36 41 44665
48 26 127762
44 5 136356
16 29 19560
18 9 83918
16 7 94426
23 12 41474
47 5 80141
22 7 108610
45 34 27877
36 39 29513
48 42 164443
46 1 66473
39 42 34738
24 14 56071
4 24 143383
14 16 67345
39 4 115928
14 43 82986
2 18 24370
13 14 59037
41 38 163722
14 48 153271
31 18 108742
41 13 146215
44 29 81873
31 24 137578
29 10 12662
48 24 129474
37 47 65537
27 16 31467
30 9 97792
13 7 141539
17 19 28657
29 45 1982
9 12 88990
30 36 36845
30 47 9857
44 1 146352
36 45 918
43 45 30825
25 42 160851
42 40 98063
42 44 16558
46 12 26245
22 41 46863
41 9 108049
23 6 70719
41 6 101061
4 18 114547
39 45 28595
4 15 161806
9 47 88827
39 33 72777
24 27 69963
27 32 36572
48 36 102004
30 22 67689
14 27 66074
23 34 40114
38 40 152893
35 13 117780
3 16 57486
3 19 55400
4 13 151986
5 31 137969
45 14 52161
7 21 155709
9 35 97133
9 3 102665
12 19 41725
22 29 33744
14 39 80756
24 17 69215
26 43 57477
43 47 56895
31 13 182160
21 37 120698
13 46 100644
14 40 86891
22 21 80141
24 13 76228
25 19 112986
40 26 61406
23 14 67402
18 22 39981
33 6 99660
21 12 105094
12 25 123751
32 5 57788
46 38 118151
9 34 90634
4 6 73482
31 36 82422
44 45 79891
28 7 95326
43 32 53484
5 23 71682
27 47 39983
21 41 93962
34 29 29859
25 30 101796
48 3 141018
24 21 134911
32 11 47160
3 5 96373
12 47 52303
30 33 80109
43 7 107673
25 34 125395
16 37 38079
38 5 153268
26 13 109185
32 12 48916
48 5 157551
40 47 60800
25 23 112735
10 28 7798
23 21 63620
26 3 66584
15 13 85982
46 28 18466
3 34 67785
37 40 76591
39 34 56472
7 10 87528
29 23 17223
8 27 32912
5 12 82698
9 1 128326
32 34 50560
22 43 62563
8 18 73032
44 20 137911
37 23 57078
20 3 123958
35 37 76237
14 42 115494
48 10 111766
22 5 87245
43 13 129654
47 32 46359
31 34 109405
16 42 80911
24 35 41552
18 35 61614
17 6 68643
26 30 44702
25 13 157901
34 5 84342
45 7 76848
25 27 111407
21 17 92026
47 18 53284
23 3 55149
38 42 151759
27 1 80374
8 22 76598
28 13 100987
33 16 43798
4 41 129201
15 7 112773
38 30 137153
33 20 39868
44 18 101417
41 47 66141
31 39 110123
15 11 120310
20 7 160898
36 37 42755
30 21 114788
38 31 199667
29 35 36382
42 13 158277
31 4 168837
21 13 179493
2 11 48681
9 13 153897
39 10 39275
45 48 101110
12 48 127343
11 23 61054
40 30 70657
26 37 47177
6 11 101315
45 1 66461
46 19 15480
6 25 152996
5 45 56465
11 22 76617
11 20 125721
14 5 106232
21 28 97315
19 15 89965
10 26 15996
9 26 82946
48 23 96280
45 19 15492
12 38 144396
48 4 150239
26 17 39841
11 13 120526
39 17 36072
7 36 77766
33 34 16305
48 13 199939
33 14 96343
15 41 120056
35 17 47565
47 14 26091
45 27 13913
9 27 76646
33 28 58494
17 25 110683
15 43 43672
38 25 194321
11 4 104188
5 46 56453
43 4 118134
21 44 158752
31 6 137006
19 33 56670
19 43 46293
9 28 74748
2 45 2844
10 34 38557
2 23 18085
46 47 26082
34 2 30721
42 29 65315
20 27 97963
44 16 97469
45 42 63333
16 19 33046
28 36 19372
39 6 84073
10 14 60447
19 23 251
26 11 19161
7 26 103524
46 17 13177
34 42 91210
43 10 41481
40 43 65555
20 31 165578
6 43 86303
22 1 79680
23 8 61035
48 6 156588
37 33 63008
9 15 75604
39 46 28607
20 9 46477
27 48 114999
2 29 4826
7 11 91809
4 42 150666
17 23 28406
6 2 58322
42 31 144861
9 5 82889
47 8 69494
14 11 61489
22 3 71670
9 2 65601
32 42 86016
21 5 135302
3 4 127241
5 43 87266
6 15 129975
8 13 128327
28 44 98369
31 16 99082
19 34 40365
12 31 107761
23 31 96745
10 2 13524
31 30 117455
15 25 117440
18 29 29196
6 45 55478
11 24 45664
13 47 85128
35 23 47805
12 27 40146
16 23 32795
2 22 34606
36 9 63651
28 15 92951
16 4 104887
21 15 153334
11 27 32931
6 42 118811
3 35 74308
29 12 28215
25 41 143077
5 28 53583
15 45 74497
9 8 102088
29 6 57460
24 15 130547
20 37 102876
16 22 48358
28 4 105787
21 36 77943
42 43 94158
36 40 35648
15 3 114405
2 40 37574
28 2 21322
35 39 62995
38 45 118163
3 11 61997
26 31 108180
45 26 26676
22 25 103022
22 10 41460
16 2 20422
28 30 52011
39 44 51296
24 7 86391
45 31 81528
40 11 80567
31 47 107598
30 3 36456
6 36 56396
32 10 12003
24 1 50657
42 9 126090
3 8 85726
47 45 26070
27 26 13770
27 39 42508
44 38 168317
26 38 123479
4 23 100738
29 26 28658
10 30 44213
1 11 56075
35 40 69130
41 43 76384
14 34 80038
21 4 164358
32 7 99531
1 48 127408
1 6 121858
33 66
7 8 611670
22 28 225124
16 29 242948
22 1 566170
